Name,Brand,Color,Fuel,Gearbox,Year,Km,Fuel_consumption,Co2_emission,Doors,Price
Peugeot 3008,Peugeot,Bleu Vertigo,Essence,Manuelle,2022,22730,6,139,5,22 999
Peugeot 2008,Peugeot,Gris Artense,Electrique,Automatique,2022,24067,0.0,0,5,23 999
Peugeot 3008,Peugeot,Blanc Nacré,Essence,Automatique,2023,4249,6,145,5,27 799
Peugeot 2008,Peugeot,Orange,Diesel,Automatique,2021,24950,4.8,125,5,23 699
Peugeot 2008,Peugeot,Blanc Nacré,Essence,Automatique,2023,2843,5,133,5,23 999
Peugeot 3008,Peugeot,Gris Artense,Essence,Automatique,2019,63530,4.9,109,5,19 699
Peugeot 3008,Peugeot,Gris Platinium,Essence,Automatique,2023,1902,6,145,5,28 499
Peugeot 2008,Peugeot,Noir Perla Nera,Essence,Automatique,2023,3544,5,133,5,23 999
Peugeot 208,Peugeot,,Essence,Manuelle,2017,85462,,,,9 299
Peugeot 2008,Peugeot,Rouge Elixir,Essence,Automatique,2023,2500,5,133,5,23 999
Peugeot 208,Peugeot,Noir Perla Nera,Electrique,Automatique,2022,10789,0.0,0,5,24 999
Peugeot 3008,Peugeot,,Hybride essence rechargeable,Auto...,2021,23257,,,,31 199
Peugeot 208,Peugeot,Gris Aluminium,Essence,Manuelle,2015,52049,4.4,102,5,9 599
Peugeot 2008,Peugeot,Noir Perla Nera,Electrique,Automatique,2021,17674,0.0,0,5,22 999
Peugeot 208,Peugeot,PURPLE NIGHT,Diesel,Manuelle,2013,54019,3.8,99,3,10 999
Peugeot 2008,Peugeot,Gris Artense,Diesel,Automatique,2020,18299,3.8,98,5,23 799
Peugeot 2008,Peugeot,Noir Perla Nera,Electrique,Automatique,2021,15791,0.0,0,5,22 999
Peugeot 2008,Peugeot,,Essence,Automatique,2020,19419,,,,23 999
Peugeot 2008,Peugeot,Rouge Elixir,Essence,Automatique,2023,3618,5,133,5,23 999
Peugeot 208,Peugeot,,Essence,Manuelle,2020,51567,,,,14 699
Peugeot 2008,Peugeot,Red,Diesel,Manuelle,2022,29665,4.5,127,5,23 999
Peugeot 208,Peugeot,Noir Perla Nera,Essence,Manuelle,2018,36822,4,108,5,11 999
Peugeot 208,Peugeot,Gris Platinium,Essence,Manuelle,2019,72046,5,96,5,14 999
Peugeot 2008,Peugeot,Noir Perla Nera,Electrique,Automatique,2021,11868,0.0,0,5,22 999
Peugeot 208,Peugeot,Noir Perla Nera,Essence,Manuelle,2022,18585,5,119,5,15 499
Peugeot 2008,Peugeot,Gris Platinium,Essence,Automatique,2023,310,5,133,5,24 499
Peugeot 208,Peugeot,,Essence,Manuelle,2022,44300,,,,17 799
Peugeot 2008,Peugeot,Gris Artense,Electrique,Automatique,2021,12249,0.0,0,5,23 299
Peugeot 208,Peugeot,Gris Platinium,Essence,Automatique,2022,14048,5,121,5,18 499
Peugeot 2008,Peugeot,Blanc Nacré,Electrique,Automatique,2021,10169,0.0,0,5,23 299
Peugeot 208,Peugeot,Blanc Banquise (O),Essence,Automatique,2022,18890,5.4,122,5,19 199
Peugeot 2008,Peugeot,Blanc Nacré / Noir Perla Nera,Electrique,Automatique,2021,16517,0.0,0,5,24 499
Peugeot 208,Peugeot,Noir Perla Nera,Essence,Automatique,2023,3226,5,121,5,20 799
Peugeot 2008,Peugeot,Blanc Nacré,Electrique,Automatique,2021,11960,0.0,0,5,24 699
Peugeot 208,Peugeot,Gris Platinium,Essence,Manuelle,2021,9798,5.1,118,5,17 999
Peugeot 208,Peugeot,Jaune Faro,Electrique,Automatique,2021,32250,0.0,0,5,19 999
Peugeot 2008,Peugeot,Blanc Nacré,Electrique,Automatique,2023,424,0.0,0,5,26 799
Peugeot 208,Peugeot,Gris Artense,Electrique,Automatique,2020,23735,0.0,0,5,20 499
Peugeot 208,Peugeot,Gris Platinium,Essence,Automatique,2020,22979,5.8,97,5,19 499
Peugeot 2008,Peugeot,Blanc Nacré / Noir Perla Nera,Electrique,Automatique,2021,7298,0.0,0,5,25 999
Peugeot 208,Peugeot,Gris Artense,Electrique,Automatique,2021,12234,0.0,0,5,21 499
Peugeot 208,Peugeot,Bleu Vertigo,Essence,Automatique,2021,17595,5.4,125,5,22 799
Peugeot 2008,Peugeot,Blanc Banquise,Essence,Manuelle,2019,42926,4.8,104,5,15 999
Peugeot 2008,Peugeot,Vert Emerald Crystal,Essence,Manuelle,2019,79275,4.9,114,5,11 999
Peugeot 2008,Peugeot,Gris Platinium,Essence,Automatique,2019,38724,4.1,114,5,14 099
Peugeot 2008,Peugeot,Gris Artense,Diesel,Manuelle,2015,98845,4,103,5,10 699
Peugeot 2008,Peugeot,Gris Artense,Essence,Manuelle,2018,70910,5,112,5,11 799
Peugeot 2008,Peugeot,Noir Perla Nera,Diesel,Manuelle,2017,43928,3.7,97,5,13 499
Peugeot 2008,Peugeot,Noir Perla Nera,Diesel,Manuelle,2021,74308,4,118,5,18 999
Peugeot 2008,Peugeot,Noir Perla Nera (M),Essence,Automatique,2021,46940,5.9,136,5,20 799
Peugeot 2008,Peugeot,Blanc Banquise,Essence,Automatique,2017,94620,4.8,110,5,11 999
Peugeot 2008,Peugeot,Rouge Elixir,Essence,Manuelle,2023,988,5,124,5,21 499
Peugeot 2008,Peugeot,Gris Artense,Essence,Manuelle,2023,2466,5,126,5,21 999
Peugeot 2008,Peugeot,BLANCO NACARADO C3 CAPASE,Essence,Manuelle,2023,8204,5.5,124,5,23 399
Peugeot 2008,Peugeot,GREY,Diesel,Manuelle,2022,39720,4.5,127,5,23 499
Peugeot 2008,Peugeot,Gris Platinium,Essence,Automatique,2023,2720,5.9,133,5,23 999
Peugeot 2008,Peugeot,Gris Platinium,Diesel,Automatique,2023,8256,5,132,5,23 999
Peugeot 2008,Peugeot,Gris Artense,Essence,Automatique,2023,3177,5,133,5,23 999
Peugeot 2008,Peugeot,Noir Perla Nera,Diesel,Automatique,2023,3547,5,132,5,24 499
Peugeot 2008,Peugeot,Blanc Nacré,Diesel,Automatique,2023,2907,5,132,5,24 499
Peugeot 2008,Peugeot,Noir Perla Nera,Diesel,Automatique,2023,6985,5,132,5,24 499
Citroën C3 Picasso,Citroën,Blanc Banquise,Essence,Manuelle,2015,123894,5,115,5,8 499
Renault Zoé,Renault,Blanc Glacier,Electrique,Automatique,2014,56972,0.0,0,5,7 999
Peugeot 208 AFFAIRE,Peugeot,Blanc Banquise,Diesel,Manuelle,2019,82483,3.7,86,5,9 299
Renault Scenic 3,Renault,Gris Platine,Diesel,Manuelle,2012,125536,4.4,114,5,9 999
Dacia Logan,Dacia,Bleu Navy,Essence,Manuelle,2017,18271,5,120,4,9 999
Citroën C3,Citroën,Bleu Monte Carlo,Essence,Manuelle,2017,62976,4.7,109,5,10 199
Citroën C4,Citroën,Gris Acier,Essence,Manuelle,2016,82001,4.8,112,5,10 299
Peugeot 208,Peugeot,Gris Platinium,Essence,Manuelle,2019,63430,4.7,108,5,10 299
Peugeot 208,Peugeot,,Essence,Manuelle,2016,47115,,,,10 499
Citroën C3,Citroën,,Essence,Manuelle,2018,78198,,,,10 499
Renault Twingo 3,Renault,Blanc Cristal,Essence,Manuelle,2017,17303,5,112,5,10 499
Citroën C4,Citroën,Noir Perla Nera,Essence,Manuelle,2015,93885,4.8,110,5,10 499
Peugeot 2008,Peugeot,Gris Platinium,Essence,Manuelle,2016,142905,4.4,103,5,10 499
Toyota Aygo,Toyota,Noir,Essence,Manuelle,2018,29248,4.1,95,5,10 499
Renault Zoé,Renault,,Electrique,Automatique,2017,43678,0.0,0,,9 499
Renault Twingo 3,Renault,Rouge Flamme,Essence,Manuelle,2018,16110,5.5,125,5,10 599
Fiat Panda,Fiat,Blanc Pastel,Essence,Manuelle,2020,10280,5.4,132,5,10 699
Fiat 500,Fiat,Pasodoble Red,Essence,Manuelle,2017,50453,4.9,115,3,10 699
Peugeot 208,Peugeot,Dark Blue,Essence,Manuelle,2016,72997,4.5,104,5,10 699
Renault Scénic Xmod,Renault,Blanc Glacier,Diesel,Manuelle,2015,142930,4.4,114,5,10 799
Peugeot 208,Peugeot,Noir Perla Nera,Diesel,Manuelle,2018,106395,3.5,79,5,10 999
Citroën C3,Citroën,Blanc Banquise,Essence,Manuelle,2018,69513,4.9,110,5,10 999
Fiat Tipo,Fiat,Bronze Magnetico,Essence,Manuelle,2017,46000,5.7,132,5,10 999
Peugeot 208,Peugeot,Gris Platinium,Essence,Manuelle,2017,52128,4.5,104,5,11 299
Peugeot 208,Peugeot,Gris Artense,Essence,Manuelle,2018,76200,4.5,106,5,11 499
Peugeot 208,Peugeot,Noir Perla Nera,Essence,Manuelle,2017,59174,4.5,104,5,11 499
Peugeot 208,Peugeot,Blanc Banquise,Essence,Manuelle,2019,72536,4.7,108,5,11 499
Citroën C4,Citroën,Blanc Banquise,Essence,Manuelle,2017,81351,4.7,107,5,11 499
Renault Captur,Renault,Beige/Toit Cappuccino,Diesel,Manuelle,2016,114500,3.6,95,5,11 499
Renault Twingo 3,Renault,Gris Lunaire,Essence,Manuelle,2019,25760,4.9,108,5,11 499
Nissan Micra,Nissan,Blanc Perle,Diesel,Manuelle,2017,112287,3.2,85,5,11 599
Dacia Sandero,Dacia,Bleu Azurite,Essence,Manuelle,2019,49480,5.2,117,5,11 699
Dacia Sandero,Dacia,Gris Platine,Essence,Manuelle,2017,51345,5.1,115,5,11 699
Renault Zoé,Renault,Bleu Foudre,Electrique,Automatique,2019,33015,0.0,0,5,10 699
Peugeot 508,Peugeot,Gris Artense,Diesel,Manuelle,2016,110045,N/A,96,4,11 699
Peugeot 208,Peugeot,Gris Artense,Essence,Manuelle,2017,53700,4.5,104,5,11 799
Peugeot 208,Peugeot,Gris Artense,Essence,Manuelle,2019,54782,4.7,108,5,11 799
Fiat Tipo,Fiat,Bronze Magnetico,Essence,Manuelle,2019,58654,6.4,146,5,11 999
DS DS3,DS,Noir Perla Nera/Blanc Opale,Essence,Manuelle,2017,79128,4.5,107,3,11 999
Peugeot 108,Peugeot,Rouge Scarlet,Essence,Manuelle,2020,1252,4.8,85,3,11 999
Kia Rio,Kia,Noir Ebène,Diesel,Manuelle,2017,87080,3.8,98,5,11 999
Dacia Sandero,Dacia,Gris Comète,Diesel,Manuelle,2018,85455,3.8,98,5,11 999
Citroën C3,Citroën,Gris Shark,Essence,Manuelle,2018,22535,4.7,113,5,11 999
Toyota Verso,Toyota,Gris Aluminium,Diesel,Manuelle,2014,105201,4.5,119,5,11 999
Renault Captur,Renault,Noir Etoile,Essence,Manuelle,2017,68160,5.1,113,5,12 199
Peugeot 308,Peugeot,Noir Perla Nera,Essence,Manuelle,2017,89715,4,107,5,12 299
Toyota Aygo,Toyota,,Essence,Manuelle,2021,25872,,,,12 299
Peugeot 208,Peugeot,Gris Platinium,Essence,Manuelle,2018,30569,N/A,99,5,12 299
Renault Twingo 3,Renault,Blanc Cristal,Essence,Manuelle,2019,11652,5.3,100,5,12 499
DS DS3,DS,Rouge Rubi/noir Onyx,Essence,Manuelle,2016,56258,4.3,100,3,12 499
Peugeot 2008,Peugeot,Noir Perla Nera,Diesel,Manuelle,2015,112294,3.6,95,5,12 499
Renault Clio 4,Renault,Gris Urban,Essence,Manuelle,2019,10710,5,113,5,12 499
Alfa Romeo Giulietta,Alfa,Gris Stromboli,Diesel,Automatique,2017,121350,3.8,99,5,12 499
Dacia Sandero,Dacia,Rouge de feu,Essence,Manuelle,2019,72402,6,125,5,12 499
Peugeot 308,Peugeot,,Diesel,Manuelle,2018,146075,,,,12 499
Fiat 500,Fiat,Noir Vesuvio,Essence,Manuelle,2019,40001,5.1,109,3,12 499
Citroën C3 Aircross,Citroën,Cosmic Silver,Diesel,Manuelle,2019,104522,N/A,104,5,12 499
Dacia Lodgy,Dacia,Bleu Cosmos,Diesel,Manuelle,2016,64340,4,105,5,12 499
Citroën C4 Picasso,Citroën,Gris Shark,Essence,Manuelle,2016,91714,5,116,5,12 499
Citroën C3,Citroën,Gris Platinium,Essence,Manuelle,2020,47782,N/A,96,5,12 599
Renault Clio 4,Renault,Noir Etoile,Diesel,Manuelle,2016,92501,3.5,90,5,12 699
Renault Captur,Renault,Bleu Océan / Toit Noir Etoilé,Essence,Manuelle,2018,87507,5.5,125,5,12 799
Fiat 500,Fiat,Epic Blue,Essence,Manuelle,2019,36934,5.1,109,3,12 799
Volkswagen Polo,Volkswagen,Noir Intense,Essence,Manuelle,2016,69205,4.7,107,3,12 799
Nissan Juke,Nissan,Gris Squale,Essence,Manuelle,2016,55840,5.7,128,5,12 899
Peugeot 108,Peugeot,Rouge Antelope,Essence,Manuelle,2021,18400,4.8,111,5,12 899
Peugeot 208,Peugeot,Noir Perla Nera,Essence,Manuelle,2019,33795,4,108,5,12 999
Ford Fiesta,Ford,Gris Lunaire,Essence,Manuelle,2019,62085,4.8,105,5,12 999
Renault Clio 4,Renault,Gris Platine,Essence,Manuelle,2020,26360,5,137,5,12 999
Ford Fiesta,Ford,Blanc,Essence,Manuelle,2016,42903,4.5,104,5,12 999
Renault Mégane 4,Renault,Gris Platine,Essence,Manuelle,2017,57548,5.4,120,5,12 999
Peugeot 2008,Peugeot,Rouge Ultimate,Essence,Automatique,2016,84964,4.8,110,5,12 999
Ford Fiesta,Ford,Blanc Glacier,Essence,Manuelle,2019,79500,4.8,105,5,12 999
Jeep Renegade,Jeep,Alpine White,Diesel,Manuelle,2017,130519,4.4,115,5,12 999
Renault Clio Société,Renault,Blanc,Diesel,Manuelle,2019,47759,3.6,104,5,13 199
Dacia Sandero,Dacia,Bleu Azurite,Essence,Manuelle,2018,30310,4,120,5,13 299
Volkswagen Polo,Volkswagen,Silver,Essence,Manuelle,2019,95606,5.8,110,5,13 299
Dacia Sandero,Dacia,Brun Vison,Essence,Automatique,2018,92736,5,114,5,13 299
Renault Clio 5,Renault,Blanc Glacier,Essence,Manuelle,2020,24160,5.3,117,5,13 299
Skoda Fabia,Skoda,Gris Météore,Diesel,Manuelle,2016,54479,3,93,5,13 499
Dacia Sandero,Dacia,Brun Vison,Essence,Manuelle,2018,71200,5,114,5,13 499
Peugeot 208,Peugeot,Blanc Perle,Essence,Manuelle,2016,51156,4.3,99,5,13 499
Peugeot 308,Peugeot,Blanc Nacré,Essence,Manuelle,2015,69621,4.5,107,5,13 499
Citroën C4,Citroën,Gris Platinium,Essence,Manuelle,2017,40035,4.8,112,5,13 499
Hyundai Tucson,Hyundai,Pepper Gray,Diesel,Manuelle,2017,144355,4.6,119,5,13 699
Peugeot 2008,Peugeot,Gris Artense,Essence,Automatique,2017,81355,4.8,110,5,13 699
Renault Clio 4,Renault,Blanc Glacier,Essence,Manuelle,2019,45299,5,113,5,13 799
Renault Clio 4,Renault,Rouge Flamme,Essence,Manuelle,2018,59861,5,105,5,13 799
Fiat 500C,Fiat,Crossover Black,Essence,Manuelle,2020,25070,5.3,88,2,13 799
Nissan Juke,Nissan,Gris Perle,Essence,Automatique,2017,81173,6,139,5,13 999
Citroën C3,Citroën,,Essence,Manuelle,2019,54676,,,,13 999
Dacia Duster,Dacia,Bleu Cosmos,Diesel,Manuelle,2017,83417,4.4,115,5,13 999
Citroën C3,Citroën,Blanc Banquise,Essence,Manuelle,2021,13860,5.4,124,5,13 999
Peugeot 2008,Peugeot,Noir Perla Nera,Diesel,Manuelle,2017,97138,3.7,97,5,13 999
Renault Scénic 4,Renault,Jaune Miel / Toit Noir,Essence,Manuelle,2017,78425,5.8,129,5,13 999
Opel Crossland X,Opel,Gris Mineral,Diesel,Automatique,2019,88010,4,102,5,13 999
Nissan Micra,Nissan,Gris Acier,Essence,Manuelle,2019,57291,4.5,103,5,13 999
Volkswagen Golf 7,Volkswagen,Gris Tungstene,Essence,Manuelle,2015,135000,4.7,112,5,13 999
Volkswagen Polo,Volkswagen,Blanc Pur,Essence,Manuelle,2019,43948,4.8,105,5,13 999
Skoda Superb Combi,Skoda,Black,Diesel,Automatique,2022,25648,5.3,136,5,36 399
Renault TRAFIC FOURGON,Renault,Blanc Glacier,Diesel,Automatique,2023,201,N/A,184,4,36 499
Volkswagen ARTEON SHOOTING BRAKE,Volkswagen,Lapiz Blue,Hybride essence rechargeable,Auto...,2021,32200,1.3,27,5,36 499
Volkswagen Golf 8,Volkswagen,Delfingrau,Diesel,Automatique,2022,19195,5.5,136,4,36 999
Audi A3 Sportback,Audi,Pythongelb,Hybride essence rechargeable,Auto...,2022,16050,1.1,29,4,36 999
Mercedes GLB,Mercedes,Blanc Polaire,Essence,Automatique,2021,31850,6.9,157,5,36 999
Tesla MODEL S,Tesla,Azul Oscuro,Electrique,Automatique,2017,92497,0.0,0,5,36 999
Fiat 500C,Fiat,Blru Ottanio,Essence,Automatique,2019,37632,5.2,120,2,14 999
Renault Captur,Renault,Bleu Iron / Toit noir Etoilé,Essence,Manuelle,2019,59768,6.3,128,5,14 999
Renault Kadjar,Renault,Nero,Diesel,Automatique,2017,101370,3.9,103,5,14 999
Peugeot 308,Peugeot,Gris Platinium,Diesel,Manuelle,2016,86187,3.1,96,5,14 999
Citroën C4 Cactus,Citroën,Emeraude Blue,Essence,Manuelle,2019,54030,4.8,112,5,14 999
Peugeot 2008,Peugeot,Gris,Diesel,Manuelle,2018,80292,3.3,97,5,15 099
Renault Kadjar,Renault,Gris Platine,Diesel,Automatique,2017,63529,3.8,99,5,15 199
Renault Clio 5,Renault,Rouge Flamme,Essence,Manuelle,2020,39140,5.2,100,5,15 199
Renault Clio 5,Renault,Blanc Glacier,Essence,Manuelle,2020,25580,5.2,119,5,15 299
Mazda CX-3,Mazda,Soul Red,Essence,Manuelle,2016,47170,5.9,137,5,15 499
Nissan Qashqai,Nissan,Noir Métallisé,Diesel,Automatique,2015,106816,4.6,119,5,15 499
Mini Mini,Mini,Midnight black,Essence,Automatique,2015,88102,4.8,114,5,15 499
Peugeot 308,Peugeot,,Essence,Manuelle,2018,80908,,,,15 499
Fiat 500C,Fiat,Electroclash Grey,Hybride essence,Manuelle,2020,28783,5.3,88,2,15 499
Peugeot 2008,Peugeot,Noir Perla Nera,Essence,Manuelle,2019,67639,5.1,112,5,15 499
Renault Mégane 4,Renault,Gris Platine,Essence,Automatique,2018,85655,5,117,5,15 599
Peugeot 2008,Peugeot,Blanc Nacré,Essence,Manuelle,2018,30841,4.4,103,5,15 699
Volkswagen Polo,Volkswagen,Gris Urano,Diesel,Manuelle,2018,55602,3,97,5,15 799
Renault Mégane 4,Renault,Bleu berlin,Essence,Automatique,2017,65100,5.4,122,5,15 999
Peugeot 2008,Peugeot,Blanc Banquise,Essence,Automatique,2019,45101,5.5,114,5,15 999
Renault Grand Scénic 4,Renault,Blanc Nacré,Diesel,Automatique,2016,124800,4,104,5,15 999
Audi A1 Sportback,Audi,Noir Mythic,Essence,Manuelle,2020,114890,5.5,131,5,15 999
Dacia Duster,Dacia,Blanc Glacier,Diesel,Manuelle,2020,41740,4.9,129,5,15 999
Renault Clio 5,Renault,Gris Titanium,Essence,Manuelle,2022,21999,5.2,119,5,16 499
Smart FORTWO CABRIO,Smart,Noir,Essence,Automatique,2016,36127,4.2,99,2,16 499
Renault Espace 5,Renault,Gris Platine,Diesel,Automatique,2016,109578,4.6,120,5,16 799
Peugeot 308,Peugeot,Bleu Magnetic,Essence,Manuelle,2019,50561,4.6,115,5,16 899
Skoda Karoq,Skoda,Gris,Diesel,Manuelle,2018,100481,4,109,5,16 999
Peugeot 308,Peugeot,Dark Blue,Essence,Manuelle,2020,38938,4.6,98,5,16 999
Peugeot Partner Tepee,Peugeot,,Essence,Manuelle,2018,41635,,,,17 099
Renault Captur,Renault,Gris Cassiopée / Toit Noir Etoilé,Diesel,Manuelle,2020,35266,4,106,5,17 399
Jeep Renegade,Jeep,Gris Granite,Diesel,Manuelle,2018,33145,4.4,115,5,17 499
Audi A3 Sportback,Audi,Blanc Glacier,Essence,Manuelle,2015,90321,4.9,112,5,17 499
Nissan Qashqai,Nissan,,Essence,Manuelle,2019,70445,,,,17 699
Renault Clio 5,Renault,Gris Platine,Hybride essence,Automatique,2021,44000,4.3,99,5,17 699
Nissan X-Trail,Nissan,Blanc Lunaire,Diesel,Manuelle,2018,108945,5.1,133,5,17 799
Peugeot 2008,Peugeot,Orange Fusion,Essence,Automatique,2020,99725,6,139,5,17 999
Peugeot 3008,Peugeot,Gris Platinium/ Noir Perla Nera,Diesel,Manuelle,2017,109331,4,104,5,17 999
Opel Astra,Opel,Gris Mineral,Essence,Manuelle,2020,24135,5.3,100,5,17 999
Citroën C4 SPACETOURER,Citroën,Noir Onyx,Essence,Manuelle,2019,55370,5.2,114,5,17 999
Dacia Sandero,Dacia,Gris Comète,Essence,Automatique,2022,8584,5.8,140,5,17 999
Volkswagen T-CROSS,Volkswagen,Gris Urano,Essence,Manuelle,2021,34030,5.7,133,5,17 999
Volkswagen Tiguan,Volkswagen,Gris Tungstene,Essence,Manuelle,2017,112397,5.7,130,5,17 999
Renault Mégane 4,Renault,Gris Titanium,Diesel,Automatique,2022,21996,4.6,121,5,18 199
Peugeot 308,Peugeot,Blanc Banquise,Essence,Manuelle,2020,12921,5.6,100,5,18 299
Volkswagen T-Roc,Volkswagen,Noir Intense,Diesel,Manuelle,2019,104384,5.2,109,5,18 299
Renault Kadjar,Renault,Gris Titanium,Essence,Manuelle,2019,35250,5.7,135,5,18 399
Renault Grand Scénic 4,Renault,Beige Dune / Toit Noir,Diesel,Automatique,2017,88290,4.7,122,5,18 499
Peugeot 2008,Peugeot,Noir Onyx,Essence,Automatique,2020,87001,5.9,139,5,18 499
Citroën GRAND C4 SPACETOURER,Citroën,,Essence,Manuelle,2019,62856,,,,18 499
Mini Mini,Mini,Rouge Chili,Essence,Automatique,2018,64565,4.8,111,5,18 499
Renault Mégane 4 Estate,Renault,Brun Cuivre Solar,Diesel,Automatique,2020,53226,4.8,123,5,18 499
Peugeot 3008,Peugeot,Gris Amazonite,Essence,Manuelle,2019,75205,6.4,118,5,18 999
Renault Kadjar,Renault,Bleu Iron,Essence,Automatique,2019,34900,6.2,133,5,18 999
Dacia Duster,Dacia,Blanc Glacier,Diesel,Manuelle,2021,81969,5.4,145,5,18 999
Peugeot 3008,Peugeot,Gris Artense,Essence,Automatique,2020,62386,6.7,152,5,18 999
Volkswagen Tiguan,Volkswagen,Noir Intense,Essence,Manuelle,2016,109019,5.7,130,5,18 999
Citroën C4,Citroën,Orange Pulse,Essence,Automatique,2021,45500,5.8,131,5,19 299
Renault Clio 5,Renault,Noir Etoile,Hybride essence,Automatique,2021,18350,4.3,99,5,19 499
BMW Série 2 Gran Tourer,BMW,Bleu Métallisé Méditerrané,Essence,Automatique,2016,66625,5.5,122,5,19 499
Citroën C5 Aircross,Citroën,Emerald Crystal,Diesel,Manuelle,2019,109485,4,106,5,19 499
Citroën C5 Aircross,Citroën,Gris Platinium,Diesel,Manuelle,2021,107943,4.9,130,5,19 499
Toyota C-HR,Toyota,Gris Platinium,Hybride essence,Automatique,2017,115015,3.9,87,5,19 499
Toyota C-HR,Toyota,Gris Atlas,Hybride essence,Automatique,2018,72289,3.8,86,5,19 699
Peugeot 0,Peugeot,Blanc Banquise,Diesel,Manuelle,2021,22842,5.5,144,4,19 699
Skoda Karoq,Skoda,Blanc Cristal,Diesel,Automatique,2020,85985,5.3,157,5,19 799
Peugeot 2008,Peugeot,Gris Platinium,Essence,Manuelle,2021,43221,5.4,125,5,19 999
Peugeot 3008,Peugeot,Gris Amazonite,Essence,Manuelle,2019,63445,6.4,113,5,19 999
Peugeot 5008,Peugeot,Blanc Nacré / Toit Noir Perla Nera,Essence,Manuelle,2017,98232,5.1,117,5,20 199
Citroën C4 SPACETOURER,Citroën,Blanc Banquise,Essence,Automatique,2019,28950,5.1,115,5,20 499
Toyota Prius,Toyota,Blanc Pur,Hybride essence,Automatique,2016,70492,3,70,5,20 599
Peugeot Partner Fourgon,Peugeot,Rouge Ardent,Diesel,Manuelle,2021,30065,5,144,3,20 799
Citroën C3 Aircross,Citroën,Gris Artense,Essence,Automatique,2021,6835,6.1,141,5,20 799
Mercedes GLA,Mercedes,Gris,Diesel,Automatique,2015,116468,5.1,130,5,20 999
Citroën C5 Aircross,Citroën,Gris Artense,Essence,Automatique,2019,81625,5.7,128,5,20 999
DS DS3 Crossback,DS,Blanc,Essence,Manuelle,2021,32915,5.7,128,5,21 099
Renault Captur,Renault,Orange Atacama / Toit Gris Highland,Hybride essence,Manuelle,2021,18650,N/A,132,5,21 499
Abarth 595C,Abarth,Noir Scorpione,Essence,Manuelle,2021,16538,7.3,156,2,21 499
Peugeot 2008,Peugeot,Orange,Diesel,Manuelle,2022,40621,4.5,118,5,21 599
DS DS7 CROSSBACK,DS,Gris Platinium,Diesel,Automatique,2021,94747,4,135,5,21 599
Opel Mokka,Opel,Vert,Essence,Manuelle,2022,15900,5.6,128,4,21 999
Mercedes GLA,Mercedes,Gris Montagne,Diesel,Automatique,2015,111204,4.6,119,5,21 999
Land Rover Discovery Sport,Land,Indus Silver,Diesel,Automatique,2015,107770,5.3,139,5,21 999
Volkswagen Golf 7,Volkswagen,Bleu Métallisé,Essence,Automatique,2018,71151,5.1,114,5,21 999
Audi A1 Sportback,Audi,Blanc Glacier,Essence,Manuelle,2020,28300,5.4,102,5,21 999
Renault Captur,Renault,Noir Etoile,Hybride essence,Manuelle,2021,13782,N/A,132,5,21 999
Toyota Prius,Toyota,Blanc Pur,Hybride essence,Automatique,2018,65931,3.3,78,5,22 499
Toyota Corolla,Toyota,Noir Métallisé,Hybride essence,Automatique,2021,34384,4.5,103,5,22 499
Toyota C-HR,Toyota,Gris Platinium / Toit Noir,Hybride essence,Automatique,2019,20460,3.8,86,5,22 499
Toyota C-HR,Toyota,Rouge Rubi + Toit Noir,Hybride essence,Automatique,2019,48975,3.9,86,5,22 499
Renault Mégane 4,Renault,Gris Titanium,Essence,Automatique,2021,26375,5.9,137,5,22 999
Audi A4 Avant,Audi,Gris Manhattan,Diesel,Automatique,2016,102720,4.3,113,5,22 999
Peugeot 2008,Peugeot,Gris Artense,Diesel,Automatique,2020,49085,4.9,129,5,22 999
Renault Grand Scénic 4,Renault,Gris Platine / Toit Noir,Diesel,Manuelle,2020,39806,5.5,127,5,22 999
